Age,Attrition,DistanceFromHome,Education,HourlyRate,JobInvolvement,JobLevel,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,TenureRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Gender_Male,Department_Research & Development,Department_Sales,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
26,1,25,1,61,3,1,1,0,23,4,1,7,5,7,3.25,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,1,6,2,84,3,2,6,0,20,4,2,2,0,1,2.75,0.42857142857142855,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,8,4,53,1,3,2,0,15,3,0,2,0,3,3.0,0.2222222222222222,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39,1,4,4,47,2,2,4,0,14,3,1,11,5,9,3.5,0.8823529411764706,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25,1,28,3,41,2,2,2,0,18,3,0,2,2,2,2.75,0.3333333333333333,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30,1,9,3,48,3,2,0,1,19,3,0,9,4,7,3.0,0.9166666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,0,9,3,41,3,1,7,0,22,4,0,4,0,4,1.75,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
45,1,29,3,83,3,1,5,0,13,3,0,5,0,3,2.75,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,1,3,5,32,3,2,3,1,20,4,0,2,2,2,3.0,0.15789473684210525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30,1,18,3,75,3,1,1,0,14,3,0,4,0,4,2.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32,1,9,2,35,1,2,0,0,17,3,3,7,0,7,4.0,0.8888888888888888,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,1,5,3,84,3,1,5,0,14,3,1,2,2,2,3.0,0.375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,1,2,1,35,2,1,0,0,13,3,0,3,1,2,3.25,0.8333333333333334,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,1,10,3,91,2,4,4,0,13,3,1,6,7,7,2.25,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,9,4,94,3,1,2,0,21,4,1,0,1,4,2.75,0.7142857142857143,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19,1,3,1,79,3,1,1,0,14,3,0,0,0,0,2.75,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,1,26,3,54,3,2,1,0,11,3,1,7,2,13,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,1,1,5,94,3,3,1,0,13,3,2,8,0,6,2.25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
53,1,6,2,34,3,2,2,1,20,4,1,7,4,5,2.5,0.5384615384615384,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
45,1,9,3,60,3,2,8,0,18,3,1,9,0,15,2.0,0.85,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,8,3,43,3,3,1,0,14,3,0,8,3,7,3.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,1,1,1,41,3,2,1,0,13,3,1,7,0,9,2.75,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51,1,7,4,34,2,2,2,0,17,3,0,0,0,0,2.75,0.1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
58,1,9,3,75,2,1,4,1,20,4,1,0,0,0,2.0,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,1,4,4,67,2,3,7,0,11,3,1,11,2,11,2.5,0.8,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
34,1,2,4,75,3,1,6,0,18,3,1,3,1,2,3.25,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
22,1,19,1,80,3,1,1,0,24,4,2,2,2,2,2.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27,1,9,3,57,3,1,6,0,18,3,1,2,2,2,2.75,0.3333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,1,21,3,42,3,1,1,0,11,3,1,2,0,2,2.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
57,1,24,2,83,4,3,3,1,16,3,1,3,1,4,2.5,0.4166666666666667,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,3,3,79,2,1,1,1,15,3,1,1,0,1,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
50,1,11,3,53,3,5,3,0,15,3,0,4,4,4,2.5,0.23809523809523808,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41,1,14,3,56,3,1,4,0,12,3,1,8,1,8,2.0,0.6923076923076923,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,1,5,3,41,3,3,2,0,12,3,1,9,7,4,3.0,0.8333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,1,1,4,59,2,2,4,0,22,4,0,3,0,7,3.0,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
32,1,6,5,43,3,1,3,0,20,4,0,4,1,4,2.5,0.625,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27,1,17,3,51,3,1,0,1,16,3,1,2,1,1,2.75,0.8333333333333334,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
19,0,1,1,100,1,1,0,0,21,4,0,0,0,0,2.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36,1,3,2,30,3,1,4,0,12,3,0,7,7,2,2.75,0.6153846153846154,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,1,9,3,66,3,2,1,0,11,3,2,9,6,10,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,4,2,30,3,2,4,1,11,3,1,4,0,3,2.25,0.5555555555555556,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,1,8,3,67,3,1,4,1,18,3,1,2,2,2,2.5,0.10526315789473684,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,1,2,3,90,3,1,0,0,14,3,0,1,0,2,3.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
19,0,2,3,47,2,1,1,0,22,4,0,0,1,0,2.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,1,1,2,92,3,3,1,0,25,4,3,13,15,7,2.25,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,1,9,2,75,3,1,1,0,12,3,0,2,2,1,3.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
31,1,12,1,95,3,1,8,1,23,4,1,2,0,2,3.25,0.5714285714285714,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,1,27,2,95,3,1,2,0,15,3,0,2,1,2,3.25,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41,0,20,2,70,3,1,1,1,22,4,0,3,0,2,2.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
50,1,1,3,86,2,1,2,0,15,3,1,2,0,2,3.0,0.6,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,1,13,2,57,4,2,1,0,11,3,2,2,1,3,2.75,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,14,3,72,3,1,1,0,13,3,1,7,1,6,3.25,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,1,4,1,46,3,5,1,0,14,3,1,8,9,9,3.0,0.9523809523809523,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
55,1,14,4,61,4,5,8,0,11,3,0,15,2,15,3.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
34,1,2,1,45,2,2,1,0,17,3,0,9,1,9,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
51,1,3,3,98,3,4,3,0,18,3,0,7,1,0,3.0,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52,1,1,4,65,2,5,0,0,14,3,1,18,11,9,2.5,0.9705882352941176,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,1,9,3,99,3,1,1,0,16,3,0,7,0,3,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,0,23,2,50,2,2,3,1,13,3,0,0,0,1,2.25,0.125,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
43,1,7,3,37,4,1,4,0,14,3,3,4,2,2,4.0,0.7142857142857143,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,1,2,2,65,2,4,9,0,23,4,1,8,11,8,3.0,0.9090909090909091,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1,21,3,65,4,1,1,1,12,3,1,7,1,7,1.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35,1,2,3,37,3,2,5,0,11,3,0,2,1,2,2.75,0.6,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,1,21,2,36,3,2,2,0,16,3,1,3,0,2,2.75,0.45454545454545453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,2,4,88,3,2,9,0,14,3,0,0,0,0,3.0,0.07142857142857142,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1,29,3,54,3,2,3,0,18,3,1,7,1,7,2.5,0.7777777777777778,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
27,1,1,1,60,2,2,5,0,19,3,1,2,2,0,2.5,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
49,1,18,4,92,3,2,1,1,15,3,2,7,1,7,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1,10,4,43,3,1,1,1,17,3,1,3,2,0,3.75,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,1,19,2,99,3,2,8,1,15,3,1,2,3,7,3.5,0.4666666666666667,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,0,29,1,70,3,2,7,1,19,3,0,0,0,0,2.0,0.058823529411764705,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,0,27,3,35,3,3,1,0,22,4,3,4,1,9,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
22,1,5,3,60,4,1,1,1,16,3,1,2,2,2,2.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,1,18,1,73,3,1,1,0,13,3,0,1,1,7,2.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,1,9,5,63,2,2,9,0,14,3,1,2,0,2,3.25,0.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,1,1,4,97,3,3,7,0,16,3,1,2,0,3,2.75,0.23529411764705882,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,4,4,32,1,3,1,0,11,3,0,8,9,8,3.25,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
30,1,1,1,88,2,3,1,0,22,4,0,8,5,8,3.0,0.9166666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
27,1,20,3,90,3,2,1,0,14,3,0,7,0,7,3.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
51,1,8,4,81,2,3,5,0,16,3,2,9,4,7,2.25,0.625,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
30,0,3,3,88,3,1,5,1,11,3,0,2,0,4,2.75,0.625,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
41,1,6,3,75,3,3,3,1,18,3,0,0,0,0,3.5,0.0625,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,0,26,4,52,2,2,5,0,15,3,0,3,0,1,2.25,0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,0,1,3,85,3,1,0,0,14,3,0,2,1,5,3.0,0.8571428571428571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45,1,6,3,57,2,3,6,0,12,3,0,7,12,8,3.75,0.8260869565217391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
54,1,3,3,52,3,2,2,0,14,3,1,2,0,5,3.0,0.375,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
36,1,5,2,62,3,2,8,0,16,3,0,11,3,7,3.5,0.8125,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,1,4,4,47,2,1,6,0,21,4,0,2,1,1,3.0,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,1,11,3,47,3,3,1,1,14,3,3,8,0,7,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,1,3,3,76,3,3,0,0,12,3,2,10,5,13,2.25,0.9411764705882353,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
31,1,1,4,90,1,2,0,0,12,3,1,4,1,4,3.25,0.8333333333333334,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
59,1,3,3,70,2,1,3,0,17,3,1,0,0,0,2.75,0.14285714285714285,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,1,4,4,41,3,1,4,0,17,3,1,8,5,8,2.75,0.6923076923076923,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29,1,1,1,42,3,3,1,0,14,3,1,10,4,1,3.25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35,1,1,3,92,3,3,1,0,14,3,0,7,0,8,2.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29,0,18,1,86,2,1,1,1,13,3,0,3,0,1,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
52,1,2,3,89,2,1,7,0,15,3,0,2,2,2,2.75,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,1,4,2,58,3,5,1,0,11,3,0,17,11,15,3.5,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59,1,6,2,52,3,1,8,0,17,3,0,2,2,2,2.75,0.2857142857142857,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50,1,1,4,68,3,5,3,0,11,3,1,0,0,6,3.25,0.21875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,14,3,58,3,1,5,1,13,3,1,4,0,4,2.75,0.625,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,1,16,3,80,3,4,5,1,22,4,1,13,1,9,3.5,0.7727272727272727,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,0,2,2,39,3,1,7,0,20,4,0,7,1,7,1.75,0.6923076923076923,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52,1,2,4,79,2,5,1,1,18,3,0,7,15,12,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,1,4,2,56,3,1,2,0,11,3,1,3,1,2,2.25,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
32,0,1,3,62,2,1,0,1,14,3,0,2,1,2,3.0,0.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,1,1,4,96,3,1,7,0,14,3,3,2,1,2,3.0,0.42857142857142855,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,26,4,100,3,2,0,0,18,3,0,2,2,2,2.75,0.75,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
41,1,19,2,36,3,2,2,0,16,3,2,0,0,0,1.75,0.058823529411764705,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,1,24,2,62,3,2,1,0,17,3,2,8,4,7,2.25,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,1,1,3,70,4,5,0,0,11,3,1,0,1,7,3.25,0.96,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,1,3,4,73,3,3,9,0,12,3,1,2,2,2,2.25,0.2222222222222222,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,1,5,4,63,2,1,1,0,13,3,1,2,0,2,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,1,2,4,84,2,2,6,0,13,3,1,9,5,9,2.5,0.8461538461538461,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37,1,1,2,83,2,1,2,0,14,3,1,1,0,2,1.75,0.17647058823529413,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45,1,7,4,77,4,2,4,0,17,3,1,2,0,2,2.75,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
37,0,10,3,61,3,3,6,0,11,3,2,0,0,0,2.25,0.058823529411764705,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,2,4,64,3,3,0,0,25,4,0,6,11,8,3.25,0.95,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,15,3,60,3,1,1,0,19,3,0,5,1,5,2.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,1,17,2,82,4,2,3,1,13,3,0,2,0,2,2.75,0.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,1,20,2,45,3,2,2,0,14,3,1,2,0,2,3.75,0.3,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25,1,1,3,62,3,2,0,0,12,3,2,2,1,2,2.75,0.8,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42,1,2,3,56,2,1,0,1,11,3,1,6,7,8,2.75,0.9,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,2,2,49,3,5,0,0,19,3,1,7,3,9,2.75,0.9545454545454546,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,1,1,3,96,3,1,1,0,11,3,0,0,0,0,2.75,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
31,0,29,2,71,2,1,0,0,11,3,0,4,1,4,2.75,0.8333333333333334,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32,1,7,3,100,4,1,1,0,20,4,0,1,0,3,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,1,2,2,39,2,2,3,0,18,3,1,7,7,5,3.75,0.6153846153846154,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
32,1,2,1,84,2,2,4,0,13,3,0,2,0,4,3.0,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46,1,2,3,75,1,4,3,1,12,3,1,7,7,7,2.25,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0,2,4,79,3,1,2,0,11,3,0,0,0,0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29,1,2,3,78,2,2,2,0,19,3,2,0,0,0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31,1,23,3,64,2,2,0,0,21,4,1,0,7,8,2.75,0.9,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,1,5,2,85,4,2,1,0,12,3,2,3,1,5,2.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,20,2,79,3,4,0,1,14,3,0,7,4,10,3.0,0.9523809523809523,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,1,6,3,47,3,1,0,0,11,3,1,13,10,11,3.5,0.9375,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
